family,n,m,alg,opt,ratio
bipartite_gnp,16,21,9,9,1.000000
bipartite_gnp,17,22,13,13,1.000000
bipartite_gnp,19,20,14,14,1.000000
bipartite_gnp,15,25,9,9,1.000000
bipartite_gnp,10,3,8,8,1.000000
bipartite_gnp,18,16,12,12,1.000000
bipartite_gnp,15,25,10,10,1.000000
bipartite_gnp,18,29,11,11,1.000000
bipartite_gnp,24,34,13,13,1.000000
bipartite_gnp,8,2,7,7,1.000000
bipartite_gnp,24,67,14,14,1.000000
bipartite_gnp,9,6,6,6,1.000000
bipartite_gnp,18,42,9,9,1.000000
bipartite_gnp,13,11,8,8,1.000000
bipartite_gnp,28,82,14,14,1.000000
bipartite_gnp,15,29,8,8,1.000000
bipartite_gnp,26,17,19,19,1.000000
bipartite_gnp,17,27,10,10,1.000000
bipartite_gnp,17,17,14,14,1.000000
bipartite_gnp,12,2,11,11,1.000000
bipartite_gnp,13,20,7,7,1.000000
bipartite_gnp,7,4,5,5,1.000000
bipartite_gnp,13,7,9,9,1.000000
bipartite_gnp,12,13,7,7,1.000000
bipartite_gnp,14,6,10,10,1.000000
bipartite_gnp,22,18,13,13,1.000000
bipartite_gnp,20,24,12,12,1.000000
bipartite_gnp,10,8,6,6,1.000000
bipartite_gnp,11,3,9,9,1.000000
bipartite_gnp,20,19,12,12,1.000000
bipartite_gnp,25,11,19,19,1.000000
bipartite_gnp,18,23,11,11,1.000000
bipartite_gnp,16,30,10,10,1.000000
bipartite_gnp,21,48,11,11,1.000000
bipartite_gnp,22,19,15,15,1.000000
bipartite_gnp,17,25,13,13,1.000000
bipartite_gnp,17,1,16,16,1.000000
bipartite_gnp,16,4,14,14,1.000000
bipartite_gnp,8,4,5,5,1.000000
bipartite_gnp,19,25,13,13,1.000000
bipartite_gnp,14,15,9,9,1.000000
bipartite_gnp,9,7,5,5,1.000000
bipartite_gnp,17,12,11,11,1.000000
bipartite_gnp,21,26,13,13,1.000000
bipartite_gnp,17,20,9,9,1.000000
bipartite_gnp,16,18,12,12,1.000000
bipartite_gnp,25,83,14,14,1.000000
bipartite_gnp,20,28,14,14,1.000000
bipartite_gnp,15,18,8,8,1.000000
bipartite_gnp,19,27,14,14,1.000000
bipartite_gnp,16,13,10,10,1.000000
bipartite_gnp,19,32,12,12,1.000000
bipartite_gnp,17,11,11,11,1.000000
bipartite_gnp,13,21,9,9,1.000000
bipartite_gnp,12,16,6,6,1.000000
bipartite_gnp,14,11,11,11,1.000000
bipartite_gnp,15,20,8,8,1.000000
bipartite_gnp,16,9,12,12,1.000000
bipartite_gnp,13,13,10,10,1.000000
bipartite_gnp,25,18,15,15,1.000000
bipartite_gnp,12,8,9,9,1.000000
bipartite_gnp,19,22,11,11,1.000000
bipartite_gnp,19,42,10,10,1.000000
bipartite_gnp,15,7,12,12,1.000000
bipartite_gnp,12,9,8,8,1.000000
bipartite_gnp,15,15,8,8,1.000000
bipartite_gnp,13,18,7,7,1.000000
bipartite_gnp,17,12,12,12,1.000000
bipartite_gnp,19,36,14,14,1.000000
bipartite_gnp,15,19,12,12,1.000000
bipartite_gnp,19,7,14,14,1.000000
bipartite_gnp,19,47,10,10,1.000000
bipartite_gnp,22,17,16,16,1.000000
bipartite_gnp,23,39,12,12,1.000000
bipartite_gnp,14,11,9,9,1.000000
bipartite_gnp,22,47,12,12,1.000000
bipartite_gnp,23,20,14,14,1.000000
bipartite_gnp,16,20,12,12,1.000000
bipartite_gnp,16,25,10,10,1.000000
bipartite_gnp,15,13,12,12,1.000000
bipartite_gnp,18,10,14,14,1.000000
bipartite_gnp,27,56,14,14,1.000000
bipartite_gnp,21,52,14,14,1.000000
bipartite_gnp,21,60,11,11,1.000000
bipartite_gnp,11,5,8,8,1.000000
bipartite_gnp,15,24,11,11,1.000000
bipartite_gnp,19,22,13,13,1.000000
bipartite_gnp,24,69,13,13,1.000000
bipartite_gnp,22,59,12,12,1.000000
bipartite_gnp,25,54,14,14,1.000000
bipartite_gnp,18,20,14,14,1.000000
bipartite_gnp,10,3,8,8,1.000000
bipartite_gnp,16,10,13,13,1.000000
bipartite_gnp,28,63,15,15,1.000000
bipartite_gnp,17,31,13,13,1.000000
bipartite_gnp,12,10,7,7,1.000000
bipartite_gnp,10,11,6,6,1.000000
bipartite_gnp,10,7,7,7,1.000000
bipartite_gnp,16,15,11,11,1.000000
bipartite_gnp,23,18,14,14,1.000000
bipartite_gnp,17,10,14,14,1.000000
bipartite_gnp,20,11,14,14,1.000000
bipartite_gnp,23,69,12,12,1.000000
bipartite_gnp,10,9,7,7,1.000000
bipartite_gnp,16,5,13,13,1.000000
bipartite_gnp,16,22,11,11,1.000000
bipartite_gnp,26,59,14,14,1.000000
bipartite_gnp,14,18,9,9,1.000000
bipartite_gnp,17,11,13,13,1.000000
bipartite_gnp,14,12,11,11,1.000000
bipartite_gnp,10,15,7,7,1.000000
bipartite_gnp,26,28,16,16,1.000000
bipartite_gnp,15,11,12,12,1.000000
bipartite_gnp,20,11,15,15,1.000000
bipartite_gnp,12,13,7,7,1.000000
bipartite_gnp,14,19,9,9,1.000000
bipartite_gnp,22,62,11,11,1.000000
bipartite_gnp,25,26,14,14,1.000000
bipartite_gnp,18,26,12,12,1.000000
bipartite_gnp,9,2,7,7,1.000000
bipartite_gnp,19,17,12,12,1.000000
bipartite_gnp,25,25,16,16,1.000000
bipartite_gnp,17,11,14,14,1.000000
bipartite_gnp,11,3,9,9,1.000000
bipartite_gnp,21,54,14,14,1.000000
bipartite_gnp,13,5,10,10,1.000000
bipartite_gnp,17,11,14,14,1.000000
bipartite_gnp,14,17,9,9,1.000000
bipartite_gnp,24,41,14,14,1.000000
bipartite_gnp,21,54,11,11,1.000000
bipartite_gnp,21,29,12,12,1.000000
bipartite_gnp,16,21,9,9,1.000000
bipartite_gnp,17,31,11,11,1.000000
bipartite_gnp,23,12,17,17,1.000000
bipartite_gnp,20,19,13,13,1.000000
bipartite_gnp,20,25,11,11,1.000000
bipartite_gnp,20,11,14,14,1.000000
bipartite_gnp,14,19,8,8,1.000000
bipartite_gnp,19,13,14,14,1.000000
bipartite_gnp,24,52,12,12,1.000000
bipartite_gnp,23,12,17,17,1.000000
bipartite_gnp,17,14,13,13,1.000000
bipartite_gnp,20,48,13,13,1.000000
bipartite_gnp,20,18,12,12,1.000000
bipartite_gnp,19,23,13,13,1.000000
bipartite_gnp,15,11,11,11,1.000000
bipartite_gnp,17,27,10,10,1.000000
bipartite_gnp,19,13,14,14,1.000000
bipartite_gnp,15,14,9,9,1.000000
bipartite_gnp,18,17,11,11,1.000000
bipartite_gnp,20,16,14,14,1.000000
bipartite_gnp,18,11,13,13,1.000000
bipartite_gnp,11,13,7,7,1.000000
bipartite_gnp,9,1,8,8,1.000000
bipartite_gnp,26,85,14,14,1.000000
bipartite_gnp,10,9,7,7,1.000000
bipartite_gnp,26,67,14,14,1.000000
bipartite_gnp,17,18,14,14,1.000000
bipartite_gnp,11,3,9,9,1.000000
bipartite_gnp,26,85,14,14,1.000000
bipartite_gnp,24,44,14,14,1.000000
bipartite_gnp,15,2,14,14,1.000000
bipartite_gnp,25,55,13,13,1.000000
bipartite_gnp,7,2,6,6,1.000000
bipartite_gnp,17,9,14,14,1.000000
bipartite_gnp,21,13,14,14,1.000000
bipartite_gnp,17,18,14,14,1.000000
bipartite_gnp,25,20,16,16,1.000000
bipartite_gnp,18,7,14,14,1.000000
bipartite_gnp,15,16,10,10,1.000000
bipartite_gnp,18,21,12,12,1.000000
bipartite_gnp,20,23,11,11,1.000000
bipartite_gnp,14,16,11,11,1.000000
bipartite_gnp,17,16,11,11,1.000000
bipartite_gnp,23,28,14,14,1.000000
bipartite_gnp,23,14,16,16,1.000000
bipartite_gnp,17,24,10,10,1.000000
bipartite_gnp,19,33,12,12,1.000000
bipartite_gnp,17,17,13,13,1.000000
bipartite_gnp,15,9,11,11,1.000000
bipartite_gnp,23,72,14,14,1.000000
bipartite_gnp,18,32,13,13,1.000000
bipartite_gnp,11,4,9,9,1.000000
bipartite_gnp,25,42,14,14,1.000000
bipartite_gnp,27,52,14,14,1.000000
bipartite_gnp,26,23,16,16,1.000000
bipartite_gnp,16,8,13,13,1.000000
bipartite_gnp,13,6,11,11,1.000000
bipartite_gnp,19,23,14,14,1.000000
bipartite_gnp,21,21,14,14,1.000000
bipartite_gnp,7,6,4,4,1.000000
bipartite_gnp,11,3,10,10,1.000000
bipartite_gnp,14,13,10,10,1.000000
bipartite_gnp,16,20,10,10,1.000000
bipartite_gnp,19,12,13,13,1.000000
bipartite_gnp,19,28,11,11,1.000000
bipartite_gnp,24,10,18,18,1.000000
bipartite_gnp,17,9,13,13,1.000000
bipartite_gnp,7,5,5,5,1.000000
bipartite_gnp,14,16,10,10,1.000000
bipartite_gnp,10,7,7,7,1.000000
bipartite_gnp,26,79,14,14,1.000000
bipartite_gnp,11,2,9,9,1.000000
bipartite_gnp,12,8,8,8,1.000000
bipartite_gnp,25,47,13,13,1.000000
bipartite_gnp,12,12,9,9,1.000000
bipartite_gnp,18,9,13,13,1.000000
bipartite_gnp,21,49,11,11,1.000000
bipartite_gnp,22,55,13,13,1.000000
bipartite_gnp,18,17,14,14,1.000000
bipartite_gnp,24,42,13,13,1.000000
bipartite_gnp,21,17,14,14,1.000000
bipartite_gnp,12,16,7,7,1.000000
bipartite_gnp,22,40,14,14,1.000000
bipartite_gnp,7,4,5,5,1.000000
bipartite_gnp,7,6,4,4,1.000000
bipartite_gnp,20,27,12,12,1.000000
bipartite_gnp,12,9,9,9,1.000000
bipartite_gnp,19,25,10,10,1.000000
bipartite_gnp,12,10,8,8,1.000000
bipartite_gnp,10,7,7,7,1.000000
bipartite_gnp,11,2,9,9,1.000000
bipartite_gnp,11,4,9,9,1.000000
bipartite_gnp,17,19,13,13,1.000000
bipartite_gnp,12,15,7,7,1.000000
bipartite_gnp,16,20,10,10,1.000000
bipartite_gnp,22,56,11,11,1.000000
bipartite_gnp,14,10,10,10,1.000000
bipartite_gnp,25,71,14,14,1.000000
bipartite_gnp,10,10,6,6,1.000000
bipartite_gnp,19,29,11,11,1.000000
bipartite_gnp,17,11,13,13,1.000000
bipartite_gnp,24,12,17,17,1.000000
bipartite_gnp,12,7,8,8,1.000000
bipartite_gnp,14,21,8,8,1.000000
bipartite_gnp,14,10,9,9,1.000000
bipartite_gnp,22,23,14,14,1.000000
bipartite_gnp,22,27,13,13,1.000000
bipartite_gnp,10,4,7,7,1.000000
bipartite_gnp,13,12,7,7,1.000000
bipartite_gnp,20,17,14,14,1.000000
bipartite_gnp,27,74,14,14,1.000000
bipartite_gnp,15,23,8,8,1.000000
bipartite_gnp,21,35,14,14,1.000000
bipartite_gnp,20,10,15,15,1.000000
bipartite_gnp,10,10,7,7,1.000000
bipartite_gnp,16,12,13,13,1.000000
bipartite_gnp,15,17,11,11,1.000000
bipartite_gnp,24,64,13,13,1.000000
bipartite_gnp,11,7,8,8,1.000000
bipartite_gnp,17,8,13,13,1.000000
bipartite_gnp,28,68,14,14,1.000000
bipartite_gnp,16,22,12,12,1.000000
bipartite_gnp,16,23,10,10,1.000000
bipartite_gnp,10,3,8,8,1.000000
bipartite_gnp,25,44,14,14,1.000000
bipartite_gnp,17,30,9,9,1.000000
bipartite_gnp,16,18,13,13,1.000000
bipartite_gnp,16,14,13,13,1.000000
bipartite_gnp,17,30,11,11,1.000000
bipartite_gnp,26,66,14,14,1.000000
bipartite_gnp,22,30,12,12,1.000000
bipartite_gnp,19,12,14,14,1.000000
bipartite_gnp,15,5,12,12,1.000000
bipartite_gnp,16,15,12,12,1.000000
bipartite_gnp,18,7,14,14,1.000000
bipartite_gnp,17,9,14,14,1.000000
bipartite_gnp,10,3,8,8,1.000000
bipartite_gnp,17,13,13,13,1.000000
bipartite_gnp,18,6,15,15,1.000000
bipartite_gnp,14,17,10,10,1.000000
bipartite_gnp,26,48,14,14,1.000000
bipartite_gnp,9,8,5,5,1.000000
bipartite_gnp,19,37,13,13,1.000000
bipartite_gnp,14,6,9,9,1.000000
bipartite_gnp,16,19,11,11,1.000000
bipartite_gnp,18,10,14,14,1.000000
bipartite_gnp,26,27,15,15,1.000000
bipartite_gnp,20,22,12,12,1.000000
bipartite_gnp,15,10,12,12,1.000000
bipartite_gnp,16,7,13,13,1.000000
bipartite_gnp,21,49,11,11,1.000000
bipartite_gnp,16,12,13,13,1.000000
bipartite_gnp,21,35,13,13,1.000000
bipartite_gnp,11,6,8,8,1.000000
bipartite_gnp,19,28,14,14,1.000000
bipartite_gnp,9,10,5,5,1.000000
bipartite_gnp,25,39,14,14,1.000000
bipartite_gnp,23,26,14,14,1.000000
bipartite_gnp,17,22,10,10,1.000000
bipartite_gnp,23,40,13,13,1.000000
bipartite_gnp,25,63,13,13,1.000000
bipartite_gnp,11,2,10,10,1.000000
bipartite_gnp,22,38,14,14,1.000000
bipartite_gnp,15,16,9,9,1.000000
bipartite_gnp,28,34,15,15,1.000000
bipartite_gnp,13,7,9,9,1.000000
bipartite_gnp,20,30,12,12,1.000000
bipartite_gnp,23,36,14,14,1.000000
bipartite_gnp,13,7,9,9,1.000000
bipartite_gnp,10,11,6,6,1.000000
bipartite_gnp,17,4,13,13,1.000000
bipartite_gnp,14,5,12,12,1.000000
bipartite_gnp,18,8,13,13,1.000000
bipartite_gnp,20,12,15,15,1.000000
bipartite_gnp,20,27,12,12,1.000000
bipartite_gnp,9,10,5,5,1.000000
bipartite_gnp,18,19,11,11,1.000000
bipartite_gnp,9,5,6,6,1.000000
bipartite_gnp,20,41,13,13,1.000000
bipartite_gnp,11,8,8,8,1.000000
bipartite_gnp,17,16,12,12,1.000000
bipartite_gnp,13,7,9,9,1.000000
bipartite_gnp,17,20,13,13,1.000000
bipartite_gnp,24,50,13,13,1.000000
bipartite_gnp,16,25,10,10,1.000000
bipartite_gnp,14,9,10,10,1.000000
bipartite_gnp,16,13,10,10,1.000000
bipartite_gnp,20,40,12,12,1.000000
bipartite_gnp,27,92,14,14,1.000000
bipartite_gnp,8,2,7,7,1.000000
bipartite_gnp,17,14,12,12,1.000000
bipartite_gnp,15,7,10,10,1.000000
bipartite_gnp,11,4,9,9,1.000000
bipartite_gnp,8,3,6,6,1.000000
bipartite_gnp,19,32,11,11,1.000000
bipartite_gnp,19,40,11,11,1.000000
bipartite_gnp,20,29,14,14,1.000000
bipartite_gnp,14,4,12,12,1.000000
bipartite_gnp,20,36,13,13,1.000000
bipartite_gnp,22,39,14,14,1.000000
bipartite_gnp,13,11,8,8,1.000000
bipartite_gnp,16,16,10,10,1.000000
bipartite_gnp,15,8,12,12,1.000000
bipartite_gnp,20,26,13,13,1.000000
bipartite_gnp,24,57,13,13,1.000000
bipartite_gnp,20,40,14,14,1.000000
bipartite_gnp,10,10,7,7,1.000000
bipartite_gnp,21,52,14,14,1.000000
bipartite_gnp,12,9,9,9,1.000000
bipartite_gnp,20,13,14,14,1.000000
bipartite_gnp,13,11,9,9,1.000000
bipartite_gnp,13,12,8,8,1.000000
bipartite_gnp,11,16,7,7,1.000000
bipartite_gnp,20,39,10,10,1.000000
bipartite_gnp,24,68,14,14,1.000000
bipartite_gnp,18,25,13,13,1.000000
bipartite_gnp,21,27,13,13,1.000000
bipartite_gnp,24,35,13,13,1.000000
bipartite_gnp,20,12,15,15,1.000000
bipartite_gnp,16,17,11,11,1.000000
bipartite_gnp,15,19,9,9,1.000000
bipartite_gnp,17,16,11,11,1.000000
bipartite_gnp,11,9,8,8,1.000000
bipartite_gnp,16,26,10,10,1.000000
bipartite_gnp,16,29,9,9,1.000000
bipartite_gnp,14,18,8,8,1.000000
bipartite_gnp,11,11,8,8,1.000000
bipartite_gnp,13,8,10,10,1.000000
bipartite_gnp,20,28,12,12,1.000000
bipartite_gnp,12,8,8,8,1.000000
bipartite_gnp,11,6,8,8,1.000000
bipartite_gnp,14,13,9,9,1.000000
bipartite_gnp,17,19,10,10,1.000000
bipartite_gnp,18,14,12,12,1.000000
bipartite_gnp,14,22,8,8,1.000000
bipartite_gnp,12,14,9,9,1.000000
bipartite_gnp,8,4,6,6,1.000000
bipartite_gnp,10,6,8,8,1.000000
bipartite_gnp,19,32,12,12,1.000000
bipartite_gnp,17,39,10,10,1.000000
bipartite_gnp,14,17,9,9,1.000000
bipartite_gnp,14,23,9,9,1.000000
bipartite_gnp,12,12,7,7,1.000000
bipartite_gnp,14,10,9,9,1.000000
bipartite_gnp,22,41,11,11,1.000000
bipartite_gnp,23,39,14,14,1.000000
bipartite_gnp,15,9,10,10,1.000000
bipartite_gnp,18,24,10,10,1.000000
bipartite_gnp,9,9,6,6,1.000000
bipartite_gnp,23,54,13,13,1.000000
bipartite_gnp,11,7,7,7,1.000000
bipartite_gnp,19,8,16,16,1.000000
bipartite_gnp,14,21,8,8,1.000000
bipartite_gnp,23,42,14,14,1.000000
bipartite_gnp,16,25,12,12,1.000000
bipartite_gnp,19,16,11,11,1.000000
bipartite_gnp,18,27,12,12,1.000000
bipartite_gnp,15,6,12,12,1.000000
bipartite_gnp,23,61,12,12,1.000000
bipartite_gnp,20,12,15,15,1.000000
bipartite_gnp,21,31,11,11,1.000000
bipartite_gnp,26,35,14,14,1.000000
bipartite_gnp,18,10,15,15,1.000000
bipartite_gnp,21,36,11,11,1.000000
bipartite_gnp,23,16,17,17,1.000000
bipartite_gnp,16,17,10,10,1.000000
bipartite_gnp,11,9,8,8,1.000000
bipartite_gnp,13,9,9,9,1.000000
bipartite_gnp,19,48,11,11,1.000000
bipartite_gnp,15,9,12,12,1.000000
bipartite_gnp,23,59,13,13,1.000000
bipartite_gnp,18,27,12,12,1.000000
bipartite_gnp,17,11,13,13,1.000000
bipartite_gnp,19,23,14,14,1.000000
bipartite_gnp,21,33,11,11,1.000000
bipartite_gnp,21,34,12,12,1.000000
bipartite_gnp,19,27,13,13,1.000000
bipartite_gnp,28,58,14,14,1.000000
bipartite_gnp,18,16,14,14,1.000000
bipartite_gnp,13,10,8,8,1.000000
bipartite_gnp,6,4,3,3,1.000000
bipartite_gnp,16,6,12,12,1.000000
bipartite_gnp,24,30,14,14,1.000000
bipartite_gnp,17,29,11,11,1.000000
bipartite_gnp,8,4,6,6,1.000000
bipartite_gnp,24,15,17,17,1.000000
bipartite_gnp,15,18,12,12,1.000000
bipartite_gnp,25,59,13,13,1.000000
bipartite_gnp,15,7,11,11,1.000000
bipartite_gnp,18,16,14,14,1.000000
bipartite_gnp,8,8,5,5,1.000000
bipartite_gnp,16,10,12,12,1.000000
bipartite_gnp,18,13,13,13,1.000000
bipartite_gnp,13,18,9,9,1.000000
bipartite_gnp,12,8,8,8,1.000000
bipartite_gnp,20,24,11,11,1.000000
bipartite_gnp,17,40,9,9,1.000000
bipartite_gnp,13,13,7,7,1.000000
bipartite_gnp,18,14,12,12,1.000000
bipartite_gnp,15,13,12,12,1.000000
bipartite_gnp,14,19,9,9,1.000000
bipartite_gnp,19,32,10,10,1.000000
bipartite_gnp,20,44,10,10,1.000000
bipartite_gnp,15,12,10,10,1.000000
bipartite_gnp,23,54,12,12,1.000000
bipartite_gnp,26,60,13,13,1.000000
bipartite_gnp,17,21,14,14,1.000000
bipartite_gnp,17,10,10,10,1.000000
bipartite_gnp,16,31,9,9,1.000000
bipartite_gnp,22,40,14,14,1.000000
bipartite_gnp,24,49,14,14,1.000000
bipartite_gnp,14,8,10,10,1.000000
bipartite_gnp,23,32,14,14,1.000000
bipartite_gnp,16,31,10,10,1.000000
bipartite_gnp,17,3,15,15,1.000000
bipartite_gnp,22,38,12,12,1.000000
bipartite_gnp,22,10,16,16,1.000000
bipartite_gnp,8,3,5,5,1.000000
bipartite_gnp,28,50,14,14,1.000000
bipartite_gnp,17,11,12,12,1.000000
bipartite_gnp,16,11,10,10,1.000000
bipartite_gnp,19,8,15,15,1.000000
bipartite_gnp,21,42,13,13,1.000000
bipartite_gnp,26,25,16,16,1.000000
bipartite_gnp,13,7,9,9,1.000000
bipartite_gnp,19,12,14,14,1.000000
bipartite_gnp,21,26,12,12,1.000000
bipartite_gnp,13,18,8,8,1.000000
bipartite_gnp,19,17,10,10,1.000000
bipartite_gnp,16,30,9,9,1.000000
bipartite_gnp,15,12,12,12,1.000000
bipartite_gnp,14,14,9,9,1.000000
bipartite_gnp,21,67,13,13,1.000000
bipartite_gnp,17,16,14,14,1.000000
bipartite_gnp,18,5,16,16,1.000000
bipartite_gnp,12,5,10,10,1.000000
bipartite_gnp,16,10,11,11,1.000000
bipartite_gnp,23,51,12,12,1.000000
bipartite_gnp,15,13,12,12,1.000000
bipartite_gnp,21,34,12,12,1.000000
bipartite_gnp,23,18,14,14,1.000000
bipartite_gnp,7,2,5,5,1.000000
bipartite_gnp,14,15,10,10,1.000000
bipartite_gnp,22,26,13,13,1.000000
bipartite_gnp,23,45,14,14,1.000000
bipartite_gnp,19,34,11,11,1.000000
bipartite_gnp,18,9,13,13,1.000000
bipartite_gnp,22,53,12,12,1.000000
bipartite_gnp,19,21,13,13,1.000000
bipartite_gnp,12,11,8,8,1.000000
bipartite_gnp,20,40,14,14,1.000000
bipartite_gnp,22,47,12,12,1.000000
bipartite_gnp,18,29,12,12,1.000000
bipartite_gnp,24,27,14,14,1.000000
bipartite_gnp,10,11,7,7,1.000000
bipartite_gnp,19,10,14,14,1.000000
bipartite_gnp,27,70,14,14,1.000000
bipartite_gnp,20,20,13,13,1.000000
bipartite_gnp,12,15,7,7,1.000000
bipartite_gnp,6,5,3,3,1.000000
bipartite_gnp,19,24,12,12,1.000000
bipartite_gnp,13,16,7,7,1.000000
bipartite_gnp,18,18,12,12,1.000000
bipartite_gnp,8,7,5,5,1.000000
bipartite_gnp,20,22,14,14,1.000000
bipartite_gnp,16,13,10,10,1.000000
bipartite_gnp,18,18,14,14,1.000000
bipartite_gnp,17,12,11,11,1.000000
bipartite_gnp,9,5,6,6,1.000000
bipartite_gnp,18,14,14,14,1.000000
bipartite_gnp,17,30,10,10,1.000000
bipartite_gnp,14,10,10,10,1.000000
bipartite_gnp,21,44,13,13,1.000000
bipartite_gnp,11,10,8,8,1.000000
bipartite_gnp,14,9,11,11,1.000000
bipartite_gnp,10,6,7,7,1.000000
bipartite_gnp,15,6,11,11,1.000000
bipartite_gnp,15,21,9,9,1.000000
bipartite_gnp,17,19,13,13,1.000000
bipartite_gnp,14,14,11,11,1.000000
bipartite_gnp,17,13,12,12,1.000000
bipartite_gnp,17,8,13,13,1.000000
bipartite_gnp,16,3,13,13,1.000000
bipartite_gnp,17,3,16,16,1.000000
bipartite_gnp,13,3,11,11,1.000000
bipartite_gnp,9,6,6,6,1.000000
bipartite_gnp,13,11,8,8,1.000000
bipartite_gnp,20,42,12,12,1.000000
bipartite_gnp,26,93,13,13,1.000000
bipartite_gnp,19,22,12,12,1.000000
bipartite_gnp,13,15,9,9,1.000000
bipartite_gnp,18,19,13,13,1.000000
bipartite_gnp,20,27,14,14,1.000000
bipartite_gnp,17,33,9,9,1.000000
bipartite_gnp,16,26,11,11,1.000000
bipartite_gnp,20,47,12,12,1.000000
bipartite_gnp,8,6,6,6,1.000000
bipartite_gnp,10,6,7,7,1.000000
bipartite_gnp,17,19,11,11,1.000000
bipartite_gnp,25,58,14,14,1.000000
bipartite_gnp,10,6,7,7,1.000000
bipartite_gnp,17,9,13,13,1.000000
bipartite_gnp,10,3,8,8,1.000000
bipartite_gnp,24,49,13,13,1.000000
bipartite_gnp,17,25,10,10,1.000000
bipartite_gnp,22,26,15,15,1.000000
bipartite_gnp,14,2,13,13,1.000000
bipartite_gnp,22,41,12,12,1.000000
bipartite_gnp,21,14,14,14,1.000000
bipartite_gnp,23,35,13,13,1.000000
bipartite_gnp,25,69,13,13,1.000000
bipartite_gnp,10,5,7,7,1.000000
bipartite_gnp,21,33,12,12,1.000000
bipartite_gnp,25,36,14,14,1.000000
bipartite_gnp,11,5,8,8,1.000000
bipartite_gnp,16,19,12,12,1.000000
bipartite_gnp,8,10,5,5,1.000000
bipartite_gnp,20,16,13,13,1.000000
bipartite_gnp,14,2,12,12,1.000000
bipartite_gnp,12,25,6,6,1.000000
bipartite_gnp,13,7,10,10,1.000000
bipartite_gnp,17,17,12,12,1.000000
bipartite_gnp,18,24,14,14,1.000000
bipartite_gnp,25,26,15,15,1.000000
bipartite_gnp,13,7,9,9,1.000000
bipartite_gnp,19,15,14,14,1.000000
bipartite_gnp,27,18,17,17,1.000000
bipartite_gnp,14,6,10,10,1.000000
bipartite_gnp,9,3,7,7,1.000000
bipartite_gnp,18,26,14,14,1.000000
bipartite_gnp,20,20,13,13,1.000000
bipartite_gnp,8,7,5,5,1.000000
bipartite_gnp,18,8,14,14,1.000000
bipartite_gnp,20,18,12,12,1.000000
bipartite_gnp,14,5,11,11,1.000000
bipartite_gnp,23,43,13,13,1.000000
bipartite_gnp,9,7,6,6,1.000000
bipartite_gnp,18,14,15,15,1.000000
bipartite_gnp,13,7,10,10,1.000000
bipartite_gnp,8,3,6,6,1.000000
bipartite_gnp,18,33,13,13,1.000000
bipartite_gnp,10,5,7,7,1.000000
bipartite_gnp,9,5,6,6,1.000000
bipartite_gnp,23,63,14,14,1.000000
bipartite_gnp,20,22,13,13,1.000000
bipartite_gnp,15,12,9,9,1.000000
bipartite_gnp,9,9,5,5,1.000000
bipartite_gnp,10,11,6,6,1.000000
bipartite_gnp,20,32,11,11,1.000000
bipartite_gnp,17,14,11,11,1.000000
bipartite_gnp,15,12,9,9,1.000000
bipartite_gnp,15,9,12,12,1.000000
bipartite_gnp,20,47,11,11,1.000000
bipartite_gnp,16,25,12,12,1.000000
bipartite_gnp,25,41,14,14,1.000000
bipartite_gnp,11,7,7,7,1.000000
bipartite_gnp,16,11,13,13,1.000000
bipartite_gnp,20,45,14,14,1.000000
bipartite_gnp,16,19,10,10,1.000000
bipartite_gnp,11,11,7,7,1.000000
bipartite_gnp,12,13,7,7,1.000000
bipartite_gnp,22,46,11,11,1.000000
bipartite_gnp,12,15,7,7,1.000000
bipartite_gnp,21,41,12,12,1.000000
bipartite_gnp,27,52,14,14,1.000000
bipartite_gnp,11,5,7,7,1.000000
bipartite_gnp,19,32,12,12,1.000000
bipartite_gnp,17,13,12,12,1.000000
bipartite_gnp,11,7,6,6,1.000000
bipartite_gnp,13,11,9,9,1.000000
bipartite_gnp,12,9,9,9,1.000000
bipartite_gnp,17,39,10,10,1.000000
bipartite_gnp,22,40,14,14,1.000000
bipartite_gnp,24,23,14,14,1.000000
bipartite_gnp,23,40,14,14,1.000000
bipartite_gnp,13,18,7,7,1.000000
bipartite_gnp,13,13,8,8,1.000000
bipartite_gnp,13,19,8,8,1.000000
bipartite_gnp,16,14,12,12,1.000000
bipartite_gnp,12,6,9,9,1.000000
bipartite_gnp,10,5,7,7,1.000000
bipartite_gnp,12,8,8,8,1.000000
bipartite_gnp,17,12,10,10,1.000000
bipartite_gnp,12,3,10,10,1.000000
bipartite_gnp,9,8,6,6,1.000000
bipartite_gnp,15,9,11,11,1.000000
bipartite_gnp,23,10,17,17,1.000000
bipartite_gnp,20,12,15,15,1.000000
bipartite_gnp,26,39,14,14,1.000000
bipartite_gnp,17,21,10,10,1.000000
bipartite_gnp,26,74,14,14,1.000000
bipartite_gnp,24,37,15,15,1.000000
bipartite_gnp,21,22,14,14,1.000000
bipartite_gnp,15,9,10,10,1.000000
bipartite_gnp,16,22,11,11,1.000000
bipartite_gnp,9,9,5,5,1.000000
bipartite_gnp,13,3,10,10,1.000000
bipartite_gnp,22,43,12,12,1.000000
bipartite_gnp,24,21,15,15,1.000000
bipartite_gnp,17,7,14,14,1.000000
bipartite_gnp,15,13,10,10,1.000000
bipartite_gnp,17,6,14,14,1.000000
bipartite_gnp,20,25,11,11,1.000000
bipartite_gnp,13,14,8,8,1.000000
