family,n,m,alg,opt,ratio
amplified,36,162,12,15,1.250000
amplified,60,150,18,20,1.111111
amplified,96,144,40,40,1.000000
amplified,36,270,12,12,1.000000
amplified,84,210,21,28,1.333333
amplified,48,288,20,20,1.000000
amplified,60,120,21,24,1.142857
amplified,84,210,27,28,1.037037
amplified,60,750,20,20,1.000000
amplified,72,648,30,30,1.000000
amplified,30,45,12,12,1.000000
amplified,36,162,12,15,1.250000
amplified,36,162,12,15,1.250000
amplified,60,450,25,25,1.000000
amplified,50,75,16,20,1.250000
amplified,84,210,23,28,1.217391
amplified,48,120,16,16,1.000000
amplified,72,648,30,30,1.000000
amplified,36,90,10,12,1.200000
amplified,50,375,20,20,1.000000
amplified,30,180,12,12,1.000000
amplified,48,144,14,16,1.142857
amplified,88,176,28,32,1.142857
amplified,36,207,15,15,1.000000
amplified,60,750,15,20,1.333333
amplified,48,288,20,20,1.000000
amplified,40,80,14,16,1.142857
amplified,48,288,16,20,1.250000
amplified,96,240,26,32,1.230769
amplified,50,75,20,20,1.000000
amplified,72,120,32,32,1.000000
amplified,24,60,6,8,1.333333
amplified,72,648,30,30,1.000000
amplified,45,375,20,20,1.000000
amplified,30,180,12,12,1.000000
amplified,72,648,30,30,1.000000
amplified,80,120,26,32,1.230769
amplified,96,280,28,32,1.142857
amplified,70,105,28,28,1.000000
amplified,50,95,20,20,1.000000
amplified,72,108,24,30,1.250000
amplified,72,648,30,30,1.000000
amplified,60,875,20,20,1.000000
amplified,24,36,8,10,1.250000
amplified,60,450,25,25,1.000000
amplified,84,126,31,35,1.129032
amplified,48,288,16,20,1.250000
amplified,20,60,8,8,1.000000
amplified,24,120,8,8,1.000000
amplified,84,126,31,35,1.129032
amplified,72,1080,24,24,1.000000
amplified,72,828,30,30,1.000000
amplified,60,150,16,20,1.250000
amplified,24,72,8,10,1.250000
amplified,70,140,23,28,1.217391
amplified,84,210,27,28,1.037037
amplified,36,315,12,12,1.000000
amplified,22,88,8,8,1.000000
amplified,20,38,8,8,1.000000
amplified,20,80,8,8,1.000000
amplified,24,72,8,8,1.000000
amplified,30,171,12,12,1.000000
amplified,24,92,10,10,1.000000
amplified,24,72,10,10,1.000000
amplified,60,720,24,24,1.000000
amplified,22,44,8,8,1.000000
amplified,40,80,14,16,1.142857
amplified,72,216,22,24,1.090909
amplified,48,120,16,16,1.000000
amplified,50,475,20,20,1.000000
amplified,36,270,12,12,1.000000
amplified,84,126,35,35,1.000000
amplified,36,90,10,12,1.200000
amplified,66,132,22,24,1.090909
amplified,22,88,8,8,1.000000
amplified,30,180,12,12,1.000000
amplified,24,120,8,8,1.000000
amplified,36,270,9,12,1.333333
amplified,30,135,12,12,1.000000
amplified,44,88,13,16,1.230769
amplified,44,352,16,16,1.000000
amplified,60,90,19,24,1.263158
amplified,44,88,13,16,1.230769
amplified,50,375,20,20,1.000000
amplified,55,110,16,20,1.250000
amplified,72,1080,24,24,1.000000
amplified,24,60,8,8,1.000000
amplified,24,36,10,10,1.000000
amplified,96,144,33,40,1.212121
amplified,24,144,8,8,1.000000
amplified,72,1080,24,24,1.000000
amplified,60,750,15,20,1.333333
amplified,48,480,12,16,1.333333
amplified,36,54,12,15,1.250000
amplified,72,180,20,24,1.200000
amplified,20,80,8,8,1.000000
amplified,22,88,8,8,1.000000
amplified,36,90,10,12,1.200000
amplified,40,80,16,16,1.000000
amplified,44,88,13,16,1.230769
amplified,24,144,8,8,1.000000
amplified,96,144,40,40,1.000000
amplified,72,1080,18,24,1.333333
amplified,48,288,20,20,1.000000
amplified,45,375,20,20,1.000000
amplified,72,648,30,30,1.000000
amplified,24,72,8,10,1.250000
amplified,60,120,21,24,1.142857
amplified,72,648,30,30,1.000000
amplified,48,72,17,20,1.176471
amplified,60,450,20,25,1.250000
amplified,50,375,20,20,1.000000
amplified,22,88,6,8,1.333333
amplified,55,550,15,20,1.333333
amplified,30,135,12,12,1.000000
amplified,77,154,22,28,1.272727
amplified,30,180,12,12,1.000000
amplified,48,120,15,16,1.066667
amplified,24,36,8,10,1.250000
amplified,36,270,9,12,1.333333
amplified,48,288,20,20,1.000000
amplified,72,108,25,30,1.200000
amplified,48,480,12,16,1.333333
amplified,24,72,8,10,1.250000
amplified,40,320,16,16,1.000000
amplified,36,162,15,15,1.000000
amplified,72,108,24,30,1.250000
amplified,24,60,8,8,1.000000
amplified,60,450,25,25,1.000000
amplified,36,162,15,15,1.000000
amplified,60,750,20,20,1.000000
amplified,72,1296,24,24,1.000000
amplified,48,288,20,20,1.000000
amplified,22,44,7,8,1.142857
amplified,60,90,23,25,1.086957
amplified,72,648,30,30,1.000000
amplified,33,198,9,12,1.333333
amplified,44,88,14,16,1.142857
amplified,80,160,32,32,1.000000
amplified,72,648,30,30,1.000000
amplified,72,648,30,30,1.000000
amplified,30,180,12,12,1.000000
amplified,60,720,24,24,1.000000
amplified,66,132,22,24,1.090909
amplified,36,54,14,15,1.071429
amplified,84,210,23,28,1.217391
amplified,20,80,8,8,1.000000
amplified,40,320,16,16,1.000000
amplified,40,320,16,16,1.000000
amplified,70,140,28,28,1.000000
amplified,40,80,16,16,1.000000
amplified,70,105,28,28,1.000000
amplified,55,110,18,20,1.111111
amplified,40,80,14,16,1.142857
amplified,20,80,8,8,1.000000
amplified,60,450,25,25,1.000000
amplified,60,90,24,24,1.000000
amplified,36,270,9,12,1.333333
amplified,60,180,18,20,1.111111
amplified,48,120,16,16,1.000000
amplified,60,90,19,24,1.263158
amplified,60,90,20,25,1.250000
amplified,72,1260,24,24,1.000000
amplified,48,288,16,20,1.250000
amplified,22,88,6,8,1.333333
amplified,72,216,22,24,1.090909
amplified,60,900,20,20,1.000000
amplified,30,135,12,12,1.000000
amplified,96,240,26,32,1.230769
amplified,60,575,25,25,1.000000
amplified,48,576,16,16,1.000000
amplified,40,304,16,16,1.000000
amplified,20,40,7,8,1.142857
amplified,72,648,30,30,1.000000
amplified,36,315,12,12,1.000000
amplified,24,70,7,8,1.142857
amplified,24,60,6,8,1.333333
amplified,50,475,20,20,1.000000
amplified,24,46,10,10,1.000000
amplified,20,80,8,8,1.000000
amplified,20,80,8,8,1.000000
amplified,36,162,15,15,1.000000
amplified,24,36,9,10,1.111111
amplified,80,152,32,32,1.000000
amplified,22,88,6,8,1.333333
amplified,72,180,24,24,1.000000
amplified,72,648,30,30,1.000000
amplified,44,352,16,16,1.000000
amplified,84,126,29,35,1.206897
amplified,70,140,23,28,1.217391
amplified,70,133,28,28,1.000000
amplified,60,720,24,24,1.000000
amplified,48,288,20,20,1.000000
amplified,48,480,16,16,1.000000
amplified,48,120,16,16,1.000000
amplified,24,36,8,10,1.250000
amplified,84,252,25,28,1.120000
amplified,84,252,25,28,1.120000
amplified,60,450,20,25,1.250000
amplified,36,90,11,12,1.090909
amplified,36,54,15,15,1.000000
amplified,20,40,8,8,1.000000
amplified,40,80,16,16,1.000000
amplified,84,126,30,35,1.166667
amplified,24,120,8,8,1.000000
amplified,33,198,9,12,1.333333
amplified,80,160,26,32,1.230769
amplified,72,108,30,30,1.000000
amplified,72,648,30,30,1.000000
amplified,36,162,12,15,1.250000
amplified,54,90,24,24,1.000000
amplified,66,132,19,24,1.263158
amplified,72,180,24,24,1.000000
amplified,48,480,12,16,1.333333
amplified,96,240,26,32,1.230769
amplified,60,90,24,24,1.000000
amplified,18,30,8,8,1.000000
amplified,33,66,10,12,1.200000
amplified,72,108,28,30,1.071429
amplified,96,144,33,40,1.212121
amplified,36,270,12,12,1.000000
amplified,80,120,32,32,1.000000
amplified,72,648,30,30,1.000000
amplified,96,280,28,32,1.142857
amplified,36,108,11,12,1.090909
amplified,36,270,9,12,1.333333
amplified,66,132,22,24,1.090909
amplified,24,72,8,10,1.250000
amplified,40,60,16,16,1.000000
amplified,24,36,9,10,1.111111
amplified,36,60,16,16,1.000000
amplified,36,54,12,15,1.250000
amplified,60,450,25,25,1.000000
amplified,48,560,16,16,1.000000
amplified,36,90,12,12,1.000000
amplified,24,36,9,10,1.111111
amplified,36,90,9,12,1.333333
amplified,72,108,25,30,1.200000
amplified,48,288,20,20,1.000000
amplified,30,45,10,12,1.200000
amplified,60,150,18,20,1.111111
amplified,72,648,30,30,1.000000
amplified,48,480,16,16,1.000000
amplified,24,46,10,10,1.000000
amplified,44,352,12,16,1.333333
amplified,33,198,9,12,1.333333
amplified,72,1260,24,24,1.000000
amplified,70,133,28,28,1.000000
amplified,44,88,13,16,1.230769
amplified,60,750,20,20,1.000000
amplified,33,198,9,12,1.333333
amplified,36,90,11,12,1.090909
amplified,40,80,16,16,1.000000
amplified,24,60,8,8,1.000000
amplified,24,36,9,10,1.111111
amplified,30,45,10,12,1.200000
amplified,48,288,20,20,1.000000
amplified,27,135,12,12,1.000000
amplified,48,288,20,20,1.000000
amplified,96,288,29,32,1.103448
amplified,24,144,8,8,1.000000
amplified,24,72,10,10,1.000000
amplified,30,135,12,12,1.000000
amplified,50,500,20,20,1.000000
amplified,72,108,28,30,1.071429
amplified,33,198,9,12,1.333333
amplified,60,90,25,25,1.000000
amplified,36,162,12,15,1.250000
amplified,36,90,10,12,1.200000
amplified,60,150,15,20,1.333333
amplified,66,792,18,24,1.333333
amplified,48,140,16,16,1.000000
amplified,72,108,30,30,1.000000
amplified,30,135,12,12,1.000000
amplified,96,288,29,32,1.103448
amplified,72,180,20,24,1.200000
amplified,60,150,18,20,1.111111
amplified,60,540,24,24,1.000000
amplified,24,72,10,10,1.000000
amplified,60,450,25,25,1.000000
amplified,60,450,25,25,1.000000
amplified,33,66,11,12,1.090909
amplified,72,1080,18,24,1.333333
amplified,24,72,8,10,1.250000
amplified,36,54,15,15,1.000000
amplified,60,90,24,24,1.000000
amplified,72,108,25,30,1.200000
amplified,50,475,20,20,1.000000
amplified,48,480,16,16,1.000000
amplified,40,60,13,16,1.230769
amplified,36,270,12,12,1.000000
amplified,40,76,16,16,1.000000
amplified,22,88,8,8,1.000000
amplified,40,240,16,16,1.000000
amplified,84,126,31,35,1.129032
amplified,60,540,24,24,1.000000
amplified,36,54,15,15,1.000000
amplified,48,480,16,16,1.000000
amplified,48,72,17,20,1.176471
amplified,36,162,15,15,1.000000
amplified,48,144,14,16,1.142857
amplified,72,1080,18,24,1.333333
amplified,72,180,23,24,1.043478
amplified,48,288,20,20,1.000000
amplified,50,100,17,20,1.176471
amplified,72,108,25,30,1.200000
amplified,96,240,32,32,1.000000
amplified,48,368,20,20,1.000000
amplified,84,126,35,35,1.000000
amplified,36,105,10,12,1.200000
amplified,60,180,18,20,1.111111
amplified,72,648,30,30,1.000000
amplified,72,648,30,30,1.000000
amplified,20,38,8,8,1.000000
amplified,36,90,11,12,1.090909
amplified,72,648,30,30,1.000000
amplified,24,60,6,8,1.333333
amplified,88,176,25,32,1.280000
amplified,48,288,20,20,1.000000
amplified,60,450,25,25,1.000000
amplified,72,1260,24,24,1.000000
amplified,24,120,6,8,1.333333
amplified,36,270,9,12,1.333333
amplified,36,162,15,15,1.000000
amplified,20,80,8,8,1.000000
amplified,72,648,30,30,1.000000
amplified,20,80,8,8,1.000000
amplified,66,132,22,24,1.090909
amplified,60,720,24,24,1.000000
amplified,24,36,8,10,1.250000
amplified,72,1080,18,24,1.333333
amplified,50,500,20,20,1.000000
amplified,36,162,12,15,1.250000
amplified,72,108,25,30,1.200000
amplified,72,108,25,30,1.200000
amplified,24,144,8,8,1.000000
amplified,33,66,10,12,1.200000
amplified,72,108,30,30,1.000000
amplified,24,72,10,10,1.000000
amplified,24,120,8,8,1.000000
amplified,36,54,15,15,1.000000
amplified,72,1080,18,24,1.333333
amplified,77,154,22,28,1.272727
amplified,63,105,28,28,1.000000
amplified,44,88,13,16,1.230769
amplified,60,450,25,25,1.000000
amplified,48,288,20,20,1.000000
amplified,84,126,31,35,1.129032
amplified,48,480,16,16,1.000000
amplified,84,126,35,35,1.000000
amplified,84,126,29,35,1.206897
amplified,70,133,28,28,1.000000
amplified,60,720,24,24,1.000000
amplified,72,1080,18,24,1.333333
amplified,72,1080,18,24,1.333333
amplified,27,45,12,12,1.000000
amplified,45,75,20,20,1.000000
amplified,60,684,24,24,1.000000
amplified,60,90,19,24,1.263158
amplified,88,176,25,32,1.280000
amplified,60,750,15,20,1.333333
amplified,72,648,30,30,1.000000
amplified,60,720,24,24,1.000000
amplified,40,60,16,16,1.000000
amplified,77,154,25,28,1.120000
amplified,30,180,12,12,1.000000
amplified,48,288,20,20,1.000000
amplified,84,126,32,35,1.093750
amplified,48,140,16,16,1.000000
amplified,40,80,14,16,1.142857
amplified,40,240,16,16,1.000000
amplified,36,162,12,15,1.250000
amplified,45,375,20,20,1.000000
amplified,24,36,8,10,1.250000
amplified,72,828,30,30,1.000000
amplified,72,648,30,30,1.000000
amplified,60,150,18,20,1.111111
amplified,48,288,16,20,1.250000
amplified,60,114,24,24,1.000000
amplified,45,75,20,20,1.000000
amplified,36,207,15,15,1.000000
amplified,24,60,8,8,1.000000
amplified,84,245,24,28,1.166667
amplified,72,138,30,30,1.000000
amplified,72,180,20,24,1.200000
amplified,48,576,16,16,1.000000
amplified,36,108,11,12,1.090909
amplified,36,324,12,12,1.000000
amplified,36,270,12,12,1.000000
amplified,24,36,9,10,1.111111
amplified,36,162,15,15,1.000000
amplified,60,90,23,25,1.086957
amplified,48,120,16,16,1.000000
amplified,40,240,16,16,1.000000
amplified,60,150,18,20,1.111111
amplified,24,92,10,10,1.000000
amplified,77,154,23,28,1.217391
amplified,72,648,30,30,1.000000
amplified,60,540,24,24,1.000000
amplified,24,120,8,8,1.000000
amplified,72,108,30,30,1.000000
amplified,72,648,30,30,1.000000
amplified,36,90,12,12,1.000000
amplified,72,648,30,30,1.000000
amplified,50,500,20,20,1.000000
amplified,72,180,18,24,1.333333
amplified,60,90,23,25,1.086957
amplified,96,144,33,40,1.212121
amplified,36,270,12,12,1.000000
amplified,84,126,29,35,1.206897
amplified,44,88,13,16,1.230769
amplified,36,162,15,15,1.000000
amplified,36,270,9,12,1.333333
amplified,60,150,18,20,1.111111
amplified,70,133,28,28,1.000000
amplified,55,110,18,20,1.111111
amplified,60,450,25,25,1.000000
amplified,72,648,30,30,1.000000
amplified,48,576,16,16,1.000000
amplified,96,240,31,32,1.032258
amplified,77,154,25,28,1.120000
amplified,50,500,20,20,1.000000
amplified,24,60,6,8,1.333333
amplified,60,750,15,20,1.333333
amplified,30,180,12,12,1.000000
amplified,20,60,8,8,1.000000
amplified,36,54,15,15,1.000000
amplified,36,69,15,15,1.000000
amplified,36,54,13,15,1.153846
amplified,36,54,13,15,1.153846
amplified,60,90,25,25,1.000000
amplified,24,120,8,8,1.000000
amplified,50,100,17,20,1.176471
amplified,60,150,20,20,1.000000
amplified,50,100,17,20,1.176471
amplified,45,375,20,20,1.000000
amplified,60,450,25,25,1.000000
amplified,24,120,6,8,1.333333
amplified,60,450,25,25,1.000000
amplified,36,315,12,12,1.000000
amplified,66,792,18,24,1.333333
amplified,96,280,28,32,1.142857
amplified,36,270,9,12,1.333333
amplified,66,132,22,24,1.090909
amplified,66,792,24,24,1.000000
amplified,24,72,10,10,1.000000
amplified,60,450,20,25,1.250000
amplified,40,60,16,16,1.000000
amplified,72,1080,24,24,1.000000
amplified,96,288,29,32,1.103448
amplified,72,216,22,24,1.090909
amplified,72,648,30,30,1.000000
amplified,77,154,23,28,1.217391
amplified,36,105,10,12,1.200000
amplified,60,450,25,25,1.000000
amplified,24,70,7,8,1.142857
amplified,80,160,32,32,1.000000
amplified,24,72,10,10,1.000000
amplified,72,180,24,24,1.000000
amplified,33,198,9,12,1.333333
amplified,66,792,18,24,1.333333
amplified,24,120,6,8,1.333333
amplified,40,76,16,16,1.000000
amplified,72,1080,18,24,1.333333
amplified,72,120,32,32,1.000000
amplified,72,138,30,30,1.000000
amplified,72,120,32,32,1.000000
amplified,72,648,30,30,1.000000
amplified,72,648,30,30,1.000000
amplified,36,324,12,12,1.000000
amplified,55,110,18,20,1.111111
amplified,72,216,22,24,1.090909
amplified,24,36,8,10,1.250000
amplified,24,144,8,8,1.000000
amplified,40,320,16,16,1.000000
amplified,36,315,12,12,1.000000
amplified,60,720,24,24,1.000000
amplified,24,120,8,8,1.000000
amplified,50,475,20,20,1.000000
amplified,30,57,12,12,1.000000
amplified,36,315,12,12,1.000000
amplified,24,36,8,10,1.250000
amplified,72,138,30,30,1.000000
amplified,36,270,12,12,1.000000
amplified,50,95,20,20,1.000000
amplified,24,60,8,8,1.000000
amplified,72,648,30,30,1.000000
amplified,50,375,20,20,1.000000
amplified,36,54,12,15,1.250000
amplified,55,550,20,20,1.000000
amplified,72,648,30,30,1.000000
amplified,84,210,27,28,1.037037
amplified,60,684,24,24,1.000000
amplified,20,60,8,8,1.000000
amplified,60,90,19,24,1.263158
amplified,72,108,28,30,1.071429
amplified,36,162,12,15,1.250000
amplified,40,76,16,16,1.000000
amplified,30,57,12,12,1.000000
amplified,24,60,6,8,1.333333
amplified,60,114,24,24,1.000000
amplified,30,60,11,12,1.090909
amplified,48,368,20,20,1.000000
amplified,96,144,34,40,1.176471
amplified,45,75,20,20,1.000000
amplified,66,792,18,24,1.333333
amplified,22,44,7,8,1.142857
amplified,60,150,15,20,1.333333
amplified,20,30,8,8,1.000000
amplified,20,76,8,8,1.000000
amplified,48,72,19,20,1.052632
amplified,72,1080,18,24,1.333333
amplified,24,60,6,8,1.333333
amplified,30,60,12,12,1.000000
amplified,36,315,12,12,1.000000
amplified,24,140,8,8,1.000000
amplified,44,88,13,16,1.230769
amplified,22,44,8,8,1.000000
amplified,36,54,15,15,1.000000
amplified,36,54,15,15,1.000000
amplified,50,500,20,20,1.000000
amplified,24,36,10,10,1.000000
amplified,84,126,35,35,1.000000
amplified,50,375,20,20,1.000000
amplified,60,900,20,20,1.000000
amplified,60,720,24,24,1.000000
amplified,36,270,9,12,1.333333
amplified,60,90,19,24,1.263158
amplified,80,120,32,32,1.000000
amplified,72,1260,24,24,1.000000
amplified,30,60,11,12,1.090909
amplified,60,450,20,25,1.250000
amplified,24,60,8,8,1.000000
amplified,36,270,12,12,1.000000
amplified,24,36,8,10,1.250000
amplified,80,120,32,32,1.000000
amplified,48,288,16,20,1.250000
amplified,30,180,12,12,1.000000
amplified,60,720,24,24,1.000000
amplified,24,120,6,8,1.333333
amplified,55,550,15,20,1.333333
amplified,48,288,20,20,1.000000
amplified,66,792,24,24,1.000000
amplified,66,792,18,24,1.333333
amplified,96,184,40,40,1.000000
amplified,36,90,10,12,1.200000
amplified,36,270,9,12,1.333333
amplified,24,46,10,10,1.000000
amplified,60,150,20,20,1.000000
amplified,70,105,22,28,1.272727
amplified,66,792,18,24,1.333333
amplified,50,95,20,20,1.000000
amplified,88,176,28,32,1.142857
amplified,96,144,34,40,1.176471
amplified,36,90,12,12,1.000000
amplified,96,144,37,40,1.081081
amplified,36,162,12,15,1.250000
amplified,30,135,12,12,1.000000
amplified,48,480,12,16,1.333333
amplified,33,198,9,12,1.333333
amplified,44,88,14,16,1.142857
amplified,44,352,16,16,1.000000
amplified,33,198,9,12,1.333333
amplified,72,648,30,30,1.000000
amplified,33,66,11,12,1.090909
amplified,24,60,8,8,1.000000
amplified,48,72,17,20,1.176471
amplified,60,450,20,25,1.250000
amplified,24,72,8,10,1.250000
amplified,40,80,16,16,1.000000
amplified,24,120,8,8,1.000000
amplified,40,240,16,16,1.000000
amplified,72,108,30,30,1.000000
amplified,96,144,40,40,1.000000
amplified,48,144,14,16,1.142857
amplified,44,352,12,16,1.333333
amplified,72,648,30,30,1.000000
amplified,24,60,8,8,1.000000
amplified,48,560,16,16,1.000000
amplified,60,450,25,25,1.000000
amplified,24,72,8,10,1.250000
amplified,72,648,30,30,1.000000
amplified,48,72,20,20,1.000000
amplified,24,70,7,8,1.142857
amplified,50,500,20,20,1.000000
amplified,66,132,22,24,1.090909
